Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Mutated peptide count	Mutation names	Mutated peptide count pellet	Mutation names pellet	Mutated peptide count supernatant	Mutation names supernatant	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides pellet	Peptides supernatant	Razor + unique peptides pellet	Razor + unique peptides supernatant	Unique peptides pellet	Unique peptides supernatant	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Fraction 7	Fraction 8	Fraction 9	Fraction 10	Q-value	Score	Ratio M/L	Ratio M/L normalized	Ratio M/L variability [%]	Ratio M/L count	Ratio M/L iso-count	Ratio M/L type	Ratio H/L	Ratio H/L normalized	Ratio H/L variability [%]	Ratio H/L count	Ratio H/L iso-count	Ratio H/L type	Ratio H/M	Ratio H/M normalized	Ratio H/M variability [%]	Ratio H/M count	Ratio H/M iso-count	Ratio H/M type	Ratio M/L pellet	Ratio M/L supernatant	Ratio M/L normalized pellet	Ratio M/L normalized supernatant	Ratio M/L variability [%] pellet	Ratio M/L variability [%] supernatant	Ratio M/L count pellet	Ratio M/L count supernatant	Ratio M/L iso-count pellet	Ratio M/L iso-count supernatant	Ratio M/L type pellet	Ratio M/L type supernatant	Ratio H/L pellet	Ratio H/L supernatant	Ratio H/L normalized pellet	Ratio H/L normalized supernatant	Ratio H/L variability [%] pellet	Ratio H/L variability [%] supernatant	Ratio H/L count pellet	Ratio H/L count supernatant	Ratio H/L iso-count pellet	Ratio H/L iso-count supernatant	Ratio H/L type pellet	Ratio H/L type supernatant	Ratio H/M pellet	Ratio H/M supernatant	Ratio H/M normalized pellet	Ratio H/M normalized supernatant	Ratio H/M variability [%] pellet	Ratio H/M variability [%] supernatant	Ratio H/M count pellet	Ratio H/M count supernatant	Ratio H/M iso-count pellet	Ratio H/M iso-count supernatant	Ratio H/M type pellet	Ratio H/M type supernatant	Sequence coverage pellet [%]	Sequence coverage supernatant [%]	Intensity	Intensity L	Intensity M	Intensity H	Intensity pellet	Intensity L pellet	Intensity M pellet	Intensity H pellet	Intensity supernatant	Intensity L supernatant	Intensity M supernatant	Intensity H supernatant	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
Skud_5.207_NA	Skud_5.207_NA	3	3	3	0		0		0		Skud_5.207_NA	1	3	3	3	3	0	3	0	3	0	25.6	25.6	25.6	8.7421	82	82	10										3	0	21.167	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	NaN	NaN	NaN	1	0	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	1	0	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	1	0	0	0	Median	Median	25.6	0	40070000	10532000	21040000	8497800	40070000	10532000	21040000	8497800	0	0	0	0				830	2745;2909;4083	True;True;True	2866;3037;4309	7406;7897;11127	11727;11728;11729;12306;17055	11727;12306;17055			-1
Skud_5.210_NA	Skud_5.210_NA	3	3	2	0		0		0		Skud_5.210_NA	1	3	3	2	0	3	0	3	0	2	6.7	6.7	4.7	50.538	464	464	6						6					0	21.138	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	1	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	1	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	1	0	0	Median	Median	0	6.7	27361000	6633900	14275000	6452700	0	0	0	0	27361000	6633900	14275000	6452700				831	4808;5260;5803	True;True;True	5076;5555;6121	13192;13193;14619;16088;16089;16090	20208;20209;22498;22499;22500;25085;25086;25087	20209;22500;25087			-1
Skud_5.211_YER090W	Skud_5.211_YER090W	7	7	7	0		0		0		Skud_5.211_YER090W	1	7	7	7	0	7	0	7	0	7	15.4	15.4	15.4	56.646	507	507	6						10					0	62.845	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	0	15.4	40772000	34107000	3400700	3264600	0	0	0	0	40772000	34107000	3400700	3264600				832	106;1315;1662;2824;5288;5519;5691	True;True;True;True;True;True;True	113;1383;1745;2948;5583;5825;6004	341;3471;4406;4407;4408;7660;14674;15349;15810;15811	503;504;5565;7000;7001;7002;12023;22589;23885;23886;24600;24601	504;5565;7002;12023;22589;23885;24600			-1
Skud_5.212_YER091C	Skud_5.212_YER091C	32	32	32	0		0		0		Skud_5.212_YER091C	1	32	32	32	1	32	1	32	1	32	53.7	53.7	53.7	85.509	767	767	4.27				57	7	6					0	323.31	0.82887	0.87458	9.2778	19	0	Leave out requantified	0.79926	0.98809	14.772	19	0	Leave out requantified	0.90924	1.0696	14.691	19	0	Leave out requantified	NaN	0.82887	NaN	0.87458	NaN	9.2778	0	19	0	0	Median	Leave out requantified	NaN	0.79926	NaN	0.98809	NaN	14.772	0	19	0	0	Median	Leave out requantified	NaN	0.90924	NaN	1.0696	NaN	14.691	0	19	0	0	Median	Leave out requantified	1.3	53.7	1929300000	1006300000	781440000	141640000	2331700	2331700	0	0	1927000000	1003900000	781440000	141640000				833	73;296;297;418;556;580;603;682;705;996;1334;1510;1826;1848;1877;2020;2253;2783;3103;3278;3402;3549;4130;4167;4268;5321;5508;5593;5832;5855;6009;6072	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	77;314;315;444;589;590;615;638;723;746;1053;1403;1588;1911;1933;1965;2116;2361;2904;3236;3418;3547;3702;4360;4398;4499;5617;5814;5903;6150;6173;6339;6403;6404	214;862;863;864;1206;1207;1631;1632;1701;1702;1763;1983;2022;2779;3524;3525;3526;3527;3528;3994;3995;3996;3997;3998;3999;4860;4861;4895;4896;4982;5405;5406;6134;6135;7537;8484;8485;8940;8941;8942;8943;9233;9592;9593;9594;9595;11284;11285;11354;11355;11603;11604;11605;14790;14791;15284;15285;15286;15571;15572;15573;15574;16174;16175;16255;16256;16719;16720;16895;16896	310;1428;1429;1430;1946;1947;2622;2623;2744;2745;2746;2747;2748;2749;2856;3218;3311;3312;4477;4478;4479;5659;5660;5661;5662;5663;6360;6361;6362;6363;6364;6365;6366;7711;7712;7765;7766;7767;7768;7769;7770;7911;7912;8617;8618;9728;9729;9730;9731;9732;9733;11889;12995;12996;12997;12998;13697;13698;13699;13700;14132;14692;14693;14694;14695;17320;17321;17322;17323;17324;17325;17414;17415;17793;17794;17795;17796;17797;17798;17799;17800;17801;17802;17803;17804;17805;22782;22783;22784;22785;22786;22787;22788;22789;22790;23757;23758;23759;24240;24241;24242;24243;25227;25228;25229;25335;25336;26123;26124;26428;26429;26430;26431;26432;26433	310;1428;1430;1947;2623;2747;2856;3218;3311;4477;5663;6361;7712;7767;7911;8618;9731;11889;12997;13699;14132;14694;17321;17415;17798;22790;23759;24241;25227;25335;26124;26430	378;379;380;381	97;119;588;754	-1
Skud_5.217_YER094C	Skud_5.217_YER094C	3	3	3	0		0		0		Skud_5.217_YER094C	1	3	3	3	0	3	0	3	0	3	19	19	19	22.594	205	205	9									3		0	19.695	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	1	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	1	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	1	0	0	Median	Median	0	19	11345000	6599300	2674900	2070300	0	0	0	0	11345000	6599300	2674900	2070300				834	231;679;3230	True;True;True	245;720;3366	683;1978;8795	1141;3210;3211;3212;13453	1141;3212;13453			-1
Skud_5.227_NA	Skud_5.227_NA	7	7	3	0		0		0		Skud_5.227_NA	1	7	7	3	4	7	4	7	2	3	32.5	32.5	11.5	22.435	200	200	8.33							1	12	8		0	267.77	0.82647	0.90852	9.5266	10	0	Leave out requantified	0.75174	0.89314	13.217	10	0	Leave out requantified	0.92309	0.99295	4.0881	10	0	Leave out requantified	0.93998	0.81202	0.97884	0.89372	4.0007	8.4423	3	7	0	0	Median	Leave out requantified	0.83388	0.75174	0.9259	0.89807	6.9454	13.359	3	7	0	0	Median	Leave out requantified	0.94518	0.92309	0.98509	1.009	8.7097	5.065	3	7	0	0	Median	Leave out requantified	21.5	32.5	480740000	177110000	166310000	137310000	65333000	26938000	19147000	19247000	415410000	150170000	147170000	118070000				835	54;2286;2374;2901;3691;3692;3818	True;True;True;True;True;True;True	57;2394;2484;3028;3850;3851;4023	146;147;148;149;150;6216;6217;6218;6474;6475;6476;6477;7879;9992;9993;9994;9995;9996;9997;10365;10366	220;221;222;223;224;225;9867;9868;9869;9870;9871;9872;10264;10265;10266;10267;10268;10269;10270;10271;10272;10273;10274;10275;10276;10277;10278;10279;10280;10281;10282;12285;15429;15430;15431;15432;15433;15434;15435;15436;15437;15438;15439;15440;15441;15442;15443;15444;15445;15446;15447;15448;15449;16010;16011	225;9867;10274;12285;15441;15447;16010			-1
Skud_5.228_NA;Skud_2.32_YBL075C	Skud_5.228_NA;Skud_2.32_YBL075C	18;14	2;2	2;2	0		0		0		Skud_5.228_NA;Skud_2.32_YBL075C	2	18	2	2	4	17	2	1	2	1	26.6	3.7	3.7	69.729	642	642;649	7.4			1		1				1	2	0.0013699	12.823	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	Median	Median	8.1	24.6	21501000	21501000	0	0	16390000	16390000	0	0	5111000	5111000	0	0				836	472;512;656;844;1465;1466;2455;2456;2664;2665;2935;4061;4492;4760;5202;5269;5387;5573	False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True	500;543;695;892;1540;1541;2567;2568;2783;2784;3064;4286;4737;5026;5494;5564;5689;5882	1373;1374;1491;1492;1493;1494;1495;1496;1497;1498;1499;1500;1501;1502;1902;1903;1904;1905;1906;1907;1908;1909;1910;1911;1912;1913;1914;1915;2334;3904;3905;6723;6724;6725;6726;6727;6728;6729;6730;6731;6732;7208;7209;7210;7211;7212;7213;7981;11074;12167;13085;14427;14428;14429;14641;14964;15514;15515;15516;15517	2225;2226;2227;2228;2404;2405;2406;2407;2408;2409;2410;2411;2412;2413;2414;2415;2416;2417;2418;2419;2420;2421;2422;2423;2424;2425;2426;2427;2428;2429;2430;2431;2432;2433;2434;2435;2436;3072;3073;3074;3075;3076;3077;3078;3079;3080;3081;3082;3083;3084;3085;3086;3087;3088;3089;3090;3091;3092;3093;3094;3095;3096;3097;3802;6210;6211;6212;6213;6214;6215;6216;6217;6218;6219;10720;10721;10722;10723;10724;10725;10726;10727;10728;10729;10730;10731;11419;11420;11421;11422;11423;11424;12404;16985;18579;18580;18581;20046;22178;22179;22180;22529;22530;22531;23118;24152;24153;24154;24155	2225;2424;3087;3802;6210;6213;10721;10723;11420;11423;12404;16985;18579;20046;22178;22530;23118;24152			-1;-1
Skud_5.236_YER110C	Skud_5.236_YER110C	6	6	6	0		0		0		Skud_5.236_YER110C	1	6	6	6	0	6	0	6	0	6	5.8	5.8	5.8	122.96	1113	1113	3			6								0	48.557	0.87786	0.93971	0.92191	2	0	Median	0.65789	0.74377	3.2404	2	0	Median	0.74829	0.7953	2.3695	2	0	Median	NaN	0.87786	NaN	0.93971	NaN	0.92191	0	2	0	0	Median	Median	NaN	0.65789	NaN	0.74377	NaN	3.2404	0	2	0	0	Median	Median	NaN	0.74829	NaN	0.7953	NaN	2.3695	0	2	0	0	Median	Median	0	5.8	75673000	40142000	19953000	15578000	0	0	0	0	75673000	40142000	19953000	15578000				837	67;357;601;1610;4833;5359	True;True;True;True;True;True	71;376;636;1691;5104;5658	201;1029;1760;4275;13336;14893	291;1664;1665;1666;2850;2851;2852;2853;6781;20443;22983	291;1666;2853;6781;20443;22983	382	894	-1
Skud_5.245_YER133W	Skud_5.245_YER133W	2	2	2	0		0		0		Skud_5.245_YER133W	1	2	2	2	0	2	0	2	0	2	8.3	8.3	8.3	35.907	312	312	7							3				0	40.254	0.97385	1.0538	4.9037	2	0	Median	0.82538	0.97739	7.4833	2	0	Median	0.87625	0.97488	8.6653	2	0	Median	NaN	0.97385	NaN	1.0538	NaN	4.9037	0	2	0	0	Median	Median	NaN	0.82538	NaN	0.97739	NaN	7.4833	0	2	0	0	Median	Median	NaN	0.87625	NaN	0.97488	NaN	8.6653	0	2	0	0	Median	Median	0	8.3	32490000	10558000	12877000	9054900	0	0	0	0	32490000	10558000	12877000	9054900				838	1887;1976	True;True	1979;2071	5007;5008;5292	7966;7967;7968;7969;7970;7971;8459	7969;8459			-1
Skud_5.253_YER125W	Skud_5.253_YER125W	3	3	3	0		0		0		Skud_5.253_YER125W	1	3	3	3	0	3	0	3	0	3	3.5	3.5	3.5	91.69	809	809	4				3							0.0015015	17.514	0.94848	1.034	31.807	3	0	Leave out requantified	0.52533	0.68644	9.513	3	0	Leave out requantified	0.5301	0.63089	30.095	3	0	Leave out requantified	NaN	0.94848	NaN	1.034	NaN	31.807	0	3	0	0	Median	Leave out requantified	NaN	0.52533	NaN	0.68644	NaN	9.513	0	3	0	0	Median	Leave out requantified	NaN	0.5301	NaN	0.63089	NaN	30.095	0	3	0	0	Median	Leave out requantified	0	3.5	8590000	3152200	3756400	1681400	0	0	0	0	8590000	3152200	3756400	1681400				839	812;4750;5469	True;True;True	857;5014;5773	2253;13057;15187	3671;3672;20000;23563;23564	3672;20000;23563			-1
Skud_5.256_YER122C	Skud_5.256_YER122C	4	4	4	0		0		0		Skud_5.256_YER122C	1	4	4	4	0	4	0	4	0	4	9.3	9.3	9.3	55.215	496	496	5.57					3	4					0	26.141	0.96987	1.111	11.941	3	0	Median	0.88663	1.165	20.175	3	0	Median	0.85356	0.97959	23.26	3	0	Median	NaN	0.96987	NaN	1.111	NaN	11.941	0	3	0	0	Median	Median	NaN	0.88663	NaN	1.165	NaN	20.175	0	3	0	0	Median	Median	NaN	0.85356	NaN	0.97959	NaN	23.26	0	3	0	0	Median	Median	0	9.3	27791000	13334000	7844900	6612000	0	0	0	0	27791000	13334000	7844900	6612000				840	263;648;2863;3225	True;True;True;True	279;685;2988;3361	781;782;1866;1867;7764;8784;8785	1305;1306;1307;1308;1309;3008;3009;12143;13435;13436;13437	1306;3008;12143;13436			-1
Skud_5.267_YER112W	Skud_5.267_YER112W	1	1	1	0		0		0		Skud_5.267_YER112W	1	1	1	1	0	1	0	1	0	1	4	4	4	20.144	177	177	9									1		0.0050201	6.3701	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	1	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	1	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	1	0	0	Median	Median	0	4	33589000	10772000	13770000	9047100	0	0	0	0	33589000	10772000	13770000	9047100				841	3398	True	3542	9226	14119;14120;14121	14120			-1
Skud_5.269_YER136W	Skud_5.269_YER136W	5	5	5	0		0		0		Skud_5.269_YER136W	1	5	5	5	0	5	0	5	0	5	10.4	10.4	10.4	51.193	451	451	6						7					0	41.05	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	1	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	1	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	1	0	0	Median	Median	0	10.4	104180000	65492000	30200000	8488400	0	0	0	0	104180000	65492000	30200000	8488400				842	1031;1485;2515;3338;5923	True;True;True;True;True	1088;1561;2629;3479;6244	2866;3949;6887;9076;9077;16432;16433	4618;6285;10929;10930;10931;10932;10933;13904;13905;25650;25651	4618;6285;10931;13905;25650			-1
Skud_5.280_YER143W	Skud_5.280_YER143W	1	1	1	0		0		0		Skud_5.280_YER143W	1	1	1	1	0	1	0	1	0	1	1.9	1.9	1.9	47.42	428	428	6.5						1	1				0.0032154	6.8934	0.7885	0.86186	27.919	2	0	Median	0.50034	0.61207	41.927	2	0	Median	0.70417	0.79179	2.5138	2	0	Median	NaN	0.7885	NaN	0.86186	NaN	27.919	0	2	0	0	Median	Median	NaN	0.50034	NaN	0.61207	NaN	41.927	0	2	0	0	Median	Median	NaN	0.70417	NaN	0.79179	NaN	2.5138	0	2	0	0	Median	Median	0	1.9	9793600	3943500	3382500	2467700	0	0	0	0	9793600	3943500	3382500	2467700				843	5057	True	5338	13988;13989	21481;21482;21483	21481			-1
Skud_5.283_YER146W	Skud_5.283_YER146W	1	1	1	0		0		0		Skud_5.283_YER146W	1	1	1	1	0	1	0	1	0	1	9.7	9.7	9.7	10.438	93	93	10										1	0.003413	8.6953	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	1	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	1	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	1	0	0	Median	Median	0	9.7	12803000	4762900	4342600	3697400	0	0	0	0	12803000	4762900	4342600	3697400				844	5748	True	6062	15941	24810;24811;24812;24813	24813			-1
Skud_5.29_YEL060C	Skud_5.29_YEL060C	6	6	6	0		0		0		Skud_5.29_YEL060C	1	6	6	6	2	6	2	6	2	6	10.2	10.2	10.2	66.381	608	608	8						1	2	11		2	0	68.766	1.4036	1.5123	1.1334	8	0	Leave out requantified	1.0177	1.2341	4.5254	8	0	Leave out requantified	0.70065	0.77364	10.417	8	0	Leave out requantified	1.3977	1.4487	1.5127	1.5757	11.482	4.5289	3	5	0	0	Plateau	Leave out requantified	0.87439	1.0836	1.0191	1.2895	12.405	1.0837	3	5	0	0	Median	Leave out requantified	0.6562	0.75253	0.71871	0.83006	2.3847	6.191	3	5	0	0	Median	Leave out requantified	3.6	10.2	382570000	135590000	171190000	75789000	22930000	6623600	10044000	6262200	359640000	128970000	161140000	69526000				845	267;1998;3409;3825;4755;6184	True;True;True;True;True;True	283;2093;3554;4030;5020;5021;6518	789;790;791;792;793;794;5370;9247;10378;10379;13071;13072;13073;17208;17209;17210	1320;1321;1322;1323;1324;1325;1326;1327;1328;1329;1330;1331;1332;1333;1334;1335;1336;1337;1338;1339;1340;8565;14147;16027;16028;20023;20024;20025;20026;26903;26904;26905;26906;26907;26908;26909;26910;26911;26912	1337;8565;14147;16028;20023;26908	383	365	-1
Skud_5.294_YER156C;REV__Skud_5.294_YER156C	Skud_5.294_YER156C	8;1	8;1	8;1	0		0		0		Skud_5.294_YER156C	2	8	8	8	1	8	1	8	1	8	20.1	20.1	20.1	38.216	338	338;338	7							13				0	53.762	0.80019	0.86951	15.323	6	0	Leave out requantified	0.59461	0.71092	48.637	6	0	Leave out requantified	0.73891	0.82275	32.31	6	0	Leave out requantified	NaN	0.80019	NaN	0.86186	NaN	9.4073	1	5	0	0	Median	Leave out requantified	NaN	0.59461	NaN	0.71092	NaN	24.524	1	5	0	0	Median	Leave out requantified	NaN	0.73891	NaN	0.82275	NaN	15.008	1	5	0	0	Median	Leave out requantified	3	20.1	124110000	54962000	42730000	26422000	1946500	411830	519490	1015100	122170000	54550000	42210000	25406000				846	1023;1109;1472;1844;1851;1946;3564;5276	True;True;True;True;True;True;True;True	1080;1167;1548;1929;1936;2041;3717;5571	2850;3011;3012;3921;3922;4890;4905;4906;5182;9624;9625;14653;14654	4597;4875;4876;6235;6236;6237;6238;6239;7755;7786;7787;8247;8248;8249;14750;14751;22546;22547;22548;22549	4597;4875;6237;7755;7786;8249;14750;22549			-1;-1
Skud_5.304_YER165W	Skud_5.304_YER165W	19	19	19	0		0		0		Skud_5.304_YER165W	1	19	19	19	2	19	2	19	2	19	34.8	34.8	34.8	64.344	577	577	5.58					34	14	8	1			0	323.31	0.9121	0.94885	31.157	6	0	Leave out requantified	0.61289	0.70601	70.033	6	0	Leave out requantified	0.66136	0.7487	31.947	6	0	Leave out requantified	1.0441	0.84337	1.0555	0.91205	21.677	6.0482	3	3	0	0	Median	Plateau	1.6741	0.3393	1.8274	0.4059	26.942	20.105	3	3	0	0	Median	Median	1.189	0.38847	1.4897	0.43613	18.728	26.149	3	3	0	0	Plateau	Median	1.9	34.8	549680000	288500000	241720000	19458000	18029000	5147200	5257700	7624400	531650000	283350000	236470000	11834000				847	216;232;375;557;889;999;1014;1961;2766;2835;3823;3963;3972;4036;4153;4367;4802;5002;6200	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	230;246;395;591;938;1056;1071;2056;2887;2959;4028;4177;4186;4261;4384;4601;5070;5282;6535	648;649;650;651;652;684;685;686;687;1089;1633;1634;1635;1636;1637;2417;2786;2828;2829;2830;2831;2832;5224;5225;5226;7487;7488;7688;7689;10372;10373;10374;10375;10376;10774;10775;10793;10794;10795;10796;11013;11014;11328;11822;11823;11824;11825;13178;13179;13180;13181;13182;13183;13812;13813;17242;17243	1092;1093;1094;1095;1096;1142;1143;1144;1145;1767;2624;2625;2626;2627;2628;2629;2630;2631;2632;3956;4486;4487;4488;4562;4563;4564;4565;4566;4567;4568;8306;8307;8308;11836;11837;11838;12055;12056;16019;16020;16021;16022;16023;16024;16025;16551;16552;16577;16578;16579;16580;16885;16886;17382;18115;18116;18117;18118;18119;20178;20179;20180;20181;20182;20183;20184;20185;20186;20187;20188;20189;20190;20191;20192;21158;21159;26974;26975	1093;1143;1767;2632;3956;4487;4566;8306;11837;12056;16021;16551;16577;16885;17382;18116;20187;21158;26974			-1
Skud_5.313_NA;Skud_4.356_YDR098C	Skud_5.313_NA;Skud_4.356_YDR098C	2;1	2;1	2;1	0		0		0		Skud_5.313_NA;Skud_4.356_YDR098C	2	2	2	2	0	2	0	2	0	2	6.1	6.1	6.1	27.53	244	244;262	8								2			0.0035545	11.046	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	1	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	1	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	1	0	0	Median	Median	0	6.1	8492700	4486100	2304500	1702100	0	0	0	0	8492700	4486100	2304500	1702100				848	1375;4238	True;True	1444;4469	3642;11512	5808;17658	5808;17658			-1;-1
Skud_5.316_NA	Skud_5.316_NA	18	18	4	0		0		0		Skud_5.316_NA	1	18	18	4	3	18	3	18	1	4	57.6	57.6	13	30.163	269	269	7.21						3	44	12	2		0	323.31	1.0313	1.1131	19.175	20	0	Leave out requantified	0.85408	1.0114	10.873	20	0	Leave out requantified	0.85421	0.95839	6.0368	20	0	Leave out requantified	1.1375	1.0102	1.1845	1.0839	3.8711	21.175	5	15	0	0	Leave out requantified	Leave out requantified	1.0043	0.85176	1.1808	0.99235	6.3123	11.467	5	15	0	0	Leave out requantified	Leave out requantified	0.86838	0.85164	0.96288	0.94025	1.5842	6.4034	5	15	0	0	Leave out requantified	Leave out requantified	12.6	57.6	2549800000	994800000	1118400000	436670000	30278000	9598000	11290000	9390400	2519600000	985200000	1107100000	427280000				849	530;894;1160;1171;2375;2618;2712;2713;2714;3032;3975;4487;4660;4912;5031;5404;6093;6160	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	563;944;945;1222;1233;2485;2737;2833;2834;2835;3163;4189;4732;4910;5186;5312;5706;6425;6426;6494	1544;1545;1546;1547;2430;2431;3138;3139;3140;3165;3166;6478;7091;7092;7093;7094;7095;7096;7343;7344;7345;7346;7347;7348;7349;7350;7351;8305;8306;10799;10800;12137;12138;12139;12140;12141;12142;12143;12144;12145;12146;12795;12796;12797;13564;13565;13911;13912;13913;15005;15006;15007;15008;15009;15010;16978;16979;17155;17156;17157;17158	2494;2495;2496;2497;3970;3971;3972;3973;3974;5089;5090;5091;5120;5121;10283;11244;11245;11246;11247;11248;11249;11617;11618;11619;11620;11621;11622;11623;11624;11625;11626;11627;11628;12757;12758;12759;12760;16585;16586;18539;18540;18541;18542;18543;18544;18545;18546;18547;18548;18549;18550;18551;18552;18553;18554;18555;18556;18557;19615;19616;19617;19618;20796;20797;21367;21368;21369;21370;21371;21372;21373;21374;23193;23194;23195;23196;23197;23198;23199;23200;23201;23202;23203;23204;23205;23206;23207;23208;23209;23210;26544;26545;26810;26811;26812;26813;26814;26815;26816;26817;26818;26819;26820;26821;26822;26823	2494;3972;5090;5121;10283;11248;11618;11622;11628;12757;16585;18546;19616;20797;21369;23202;26545;26817	340;341;342	24;28;223	-1
Skud_5.317_YER178W	Skud_5.317_YER178W	8	8	8	0		0		0		Skud_5.317_YER178W	1	8	8	8	5	5	5	5	5	5	13.4	13.4	13.4	51.129	463	463	6.15						11	2				0	49.881	0.98866	0.98937	11.114	9	0	Leave out requantified	0.71214	0.78993	15.049	9	0	Leave out requantified	0.77871	0.84415	10.785	9	0	Leave out requantified	1.0739	0.82162	1.0747	0.89802	11.782	4.2341	7	2	0	0	Leave out requantified	Median	0.81914	0.65141	0.93545	0.77454	15.677	9.2903	7	2	0	0	Leave out requantified	Median	0.75119	0.78742	0.84514	0.86116	12.031	4.0075	7	2	0	0	Leave out requantified	Median	9.1	9.7	98171000	43017000	32031000	23124000	69193000	25314000	25867000	18012000	28978000	17703000	6164100	5111400				850	527;574;694;2012;3118;4662;5337;6123	True;True;True;True;True;True;True;True	559;608;609;735;2107;3252;4913;5634;6456	1533;1691;1692;1693;1694;2007;5390;5391;8513;8514;12804;14830;17072	2483;2724;2725;2726;2727;2728;2729;2730;2731;2732;2733;2734;2735;3287;8594;8595;8596;8597;8598;8599;13036;13037;19625;22871;26662	2483;2734;3287;8594;13037;19625;22871;26662	384	202	-1
Skud_5.38_YEL051W	Skud_5.38_YEL051W	2	2	2	0		0		0		Skud_5.38_YEL051W	1	2	2	2	0	2	0	2	0	2	6.6	6.6	6.6	29.359	257	257	8								2			0.0035672	11.106	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	1	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	1	0	0	Median	Median	NaN	NaN	NaN	NaN	NaN	NaN	0	1	0	0	Median	Median	0	6.6	16246000	9062300	3837600	3346500	0	0	0	0	16246000	9062300	3837600	3346500				851	1297;1654	True;True	1365;1737	3439;4382	5514;6944	5514;6944			-1
